No;Date;Open;High;Low;Close;Volume
375;Jun 26, 2022;1830.5;1830.7;1819.9;1820.9;77
376;Jun 23, 2022;1820.5;1826.5;1815.8;1826.5;61
377;Jun 22, 2022;1835.5;1841.2;1825.7;1825.7;9
378;Jun 21, 2022;1829.5;1842.7;1821.6;1834.3;115
379;Jun 20, 2022;1835.3;1838.6;1830.1;1834.6;216
380;Jun 16, 2022;1853.7;1853.7;1833.6;1835.6;170
381;Jun 15, 2022;1819.2;1850.6;1814.9;1845.7;136
382;Jun 14, 2022;1814.1;1839;1810.8;1815.3;108
383;Jun 13, 2022;1825;1825.5;1805.3;1809.5;536
384;Jun 12, 2022;1873.8;1873.8;1818.7;1828;127
385;Jun 09, 2022;1842.7;1875.6;1823.9;1871.5;149
386;Jun 08, 2022;1846.1;1850.1;1837.9;1848.8;159
387;Jun 07, 2022;1844.8;1855;1844.4;1851.9;218
388;Jun 06, 2022;1836.9;1851.6;1835;1847.5;1168
389;Jun 05, 2022;1849;1854.1;1839.2;1839.2;142
390;Jun 02, 2022;1867.6;1871.8;1845.4;1845.4;53
391;Jun 01, 2022;1845.4;1868.7;1842.1;1866.5;551
392;May 31, 2022;1831;1847.9;1825.3;1843.3;1623
393;May 30, 2022;1850.3;1862.1;1832.8;1842.7;4073
394;May 26, 2022;1848.3;1860.7;1845.9;1851.3;30091
395;May 25, 2022;1840.4;1847.4;1840.4;1847.4;123355
396;May 24, 2022;1846.2;1846.2;1846.2;1846.2;.
397;May 23, 2022;1852.5;1867;1852.5;1865.1;33
398;May 22, 2022;1846.3;1863;1845.8;1847.8;216
399;May 19, 2022;1839.1;1841.8;1836.3;1841.8;110
400;May 18, 2022;1810.9;1841.2;1810.7;1841.2;138
401;May 17, 2022;1815;1819.7;1805;1815.9;311
402;May 16, 2022;1824.9;1828.6;1816.7;1818.2;121
403;May 15, 2022;1790.5;1813.5;1787;1813.5;34
404;May 12, 2022;1825;1825;1807.4;1807.4;335
405;May 11, 2022;1849.8;1851.9;1822.2;1823.8;153
406;May 10, 2022;1841.5;1852.6;1841;1852.6;892
407;May 09, 2022;1839.9;1839.9;1839.9;1839.9;154
408;May 08, 2022;1866.6;1867.5;1854;1857.1;304
409;May 05, 2022;1874.7;1890.3;1871.5;1881.2;214
410;May 04, 2022;1897;1904.3;1874;1874;80
411;May 03, 2022;1867;1867;1867;1867;1
412;May 02, 2022;1868.8;1868.8;1868.8;1868.8;466
413;May 01, 2022;1896.7;1896.8;1853;1861.8;385
414;Apr 28, 2022;1902.7;1918.2;1902.4;1909.3;132
415;Apr 27, 2022;1883.8;1893;1872.9;1888.7;513
416;Apr 26, 2022;1897.8;1900.6;1882.2;1885.9;1786
417;Apr 25, 2022;1900.5;1909.1;1894;1901.4;302
418;Apr 24, 2022;1925;1925;1889.3;1893.2;748
419;Apr 21, 2022;1949.6;1950.4;1930.2;1931;178
420;Apr 20, 2022;1942.5;1944.9;1942.5;1944.9;4
421;Apr 19, 2022;1945.5;1953.6;1945.5;1952.3;621
422;Apr 18, 2022;1973.8;1978.3;1945.7;1955.7;130
423;Apr 17, 2022;1973.4;1997.1;1972.8;1982.9;196
424;Apr 13, 2022;1977.2;1978.7;1963;1970.9;101
425;Apr 12, 2022;1969.5;1981;1969.5;1981;204
426;Apr 11, 2022;1952.5;1977.1;1950.6;1972.1;246
427;Apr 10, 2022;1946.6;1968.4;1941.8;1944.3;163
428;Apr 07, 2022;1928.8;1947.7;1928.8;1941.6;153
429;Apr 06, 2022;1919.5;1934.8;1919.5;1933.8;311
430;Apr 05, 2022;1916.7;1931.8;1916.7;1918.4;138
431;Apr 04, 2022;1927.1;1943.5;1918.4;1922.9;412
432;Apr 03, 2022;1921.2;1936.1;1915.6;1929.2;371
433;Mar 31, 2022;1935;1938;1917;1919.1;1016
434;Mar 30, 2022;1933.5;1949.9;1919.1;1949.2;3617
435;Mar 29, 2022;1918.4;1937;1914.5;1933.5;17765
436;Mar 28, 2022;1893.5;1912;1893.5;1912;128051
437;Mar 27, 2022;1932.6;1939.6;1932.6;1939.6;7
438;Mar 24, 2022;1953.8;1953.8;1953.8;1953.8;83
439;Mar 23, 2022;1963.6;1964;1961.6;1961.6;8
440;Mar 22, 2022;1936.6;1936.6;1936.6;1936.6;204
441;Mar 21, 2022;1920.7;1920.7;1920.7;1920.7;26
442;Mar 20, 2022;1925.4;1928.6;1925;1928.6;5
443;Mar 17, 2022;1934.5;1939.3;1928.2;1928.2;28
444;Mar 16, 2022;1933.9;1947.2;1933.9;1942.1;39
445;Mar 15, 2022;1922.4;1922.4;1907.2;1908;104
446;Mar 14, 2022;1939.8;1939.9;1910.7;1928.5;71
447;Mar 13, 2022;1976.5;1977.7;1959.6;1959.6;145
448;Mar 11, 2022;1985;1996;1959.9;1982.7;865
449;Mar 10, 2022;1978.1;2010.5;1978.1;1998.1;670
450;Mar 09, 2022;2053.6;2063;1980.8;1985.9;1022
451;Mar 08, 2022;1999.4;2072;1998;2040.1;1813
452;Mar 07, 2022;1989;2001.1;1963;1993.9;2516
453;Mar 04, 2022;1937;1970.9;1935.6;1965.1;47
454;Mar 03, 2022;1930.5;1940.3;1924.8;1934.4;122
455;Mar 02, 2022;1945.6;1948.2;1919.8;1920.9;109
456;Mar 01, 2022;1908.3;1942.4;1903.8;1942.4;547
457;Feb 28, 2022;1928.3;1928.4;1894.2;1899.4;390
458;Feb 25, 2022;1906.9;1920;1883.6;1886.5;586
459;Feb 24, 2022;1911.9;1972.5;1911.7;1925.1;2706
460;Feb 23, 2022;1896.6;1910.6;1895.7;1909.2;73
461;Feb 22, 2022;1908.1;1912;1890.8;1906.1;173
462;Feb 18, 2022;1899.4;1899.4;1890.7;1898.6;51
463;Feb 17, 2022;1876.3;1900.7;1876.2;1900.7;393
464;Feb 16, 2022;1858.7;1870.2;1856.3;1870.2;34
465;Feb 15, 2022;1872.6;1879.7;1847.4;1854.8;86
466;Feb 14, 2022;1861.8;1870.6;1854.6;1868;79
467;Feb 11, 2022;1822;1864.8;1822;1840.8;181
468;Feb 10, 2022;1833.3;1842.1;1820.8;1836.2;365
469;Feb 09, 2022;1825.4;1835.2;1825.3;1835.2;683
470;Feb 08, 2022;1818.9;1827.6;1815;1826.6;108
471;Feb 07, 2022;1812.2;1821.3;1809.1;1820.6;601
472;Feb 04, 2022;1806;1813.7;1792.5;1806.6;571
473;Feb 03, 2022;1805.8;1808.1;1787.9;1803;466
474;Feb 02, 2022;1797.8;1810.1;1795.1;1809.2;169
475;Feb 01, 2022;1797.2;1806.1;1797.1;1800.3;223
476;Jan 31, 2022;1788.5;1798.5;1785.1;1795;1735
477;Jan 28, 2022;1797.5;1798.4;1778.8;1784.9;28521
478;Jan 27, 2022;1793.3;1793.3;1793.3;1793.3;196036
479;Jan 26, 2022;1829.9;1829.9;1829.9;1829.9;55
480;Jan 25, 2022;1843;1852.7;1842;1852.7;11
481;Jan 24, 2022;1837.9;1842.1;1837.9;1841.7;8
482;Jan 21, 2022;1838;1842.4;1828.9;1831.8;19
483;Jan 20, 2022;1840.6;1843;1838.2;1842.5;20
484;Jan 19, 2022;1817.4;1843.1;1817.4;1843.1;4
485;Jan 18, 2022;1816.8;1820.1;1812.3;1812.3;900
486;Jan 14, 2022;1821.5;1822;1816.5;1816.5;816
487;Jan 13, 2022;1819.8;1823;1815.4;1821.2;40
488;Jan 12, 2022;1819;1827.2;1816.9;1827.2;1547
489;Jan 11, 2022;1803.9;1822.5;1803;1818.6;743
490;Jan 10, 2022;1794.9;1798.7;1790.4;1798.4;534
491;Jan 07, 2022;1791.8;1797;1784.4;1797;17
492;Jan 06, 2022;1787.1;1791.3;1787.1;1788.7;30
493;Jan 05, 2022;1813.1;1824.6;1813.1;1824.6;8
494;Jan 04, 2022;1800.5;1815.3;1800;1814;38
495;Jan 03, 2022;1830.1;1830.1;1798.8;1799.4;116
496;Dec 31, 2021;1825.1;1827.8;1821.4;1827.5;80
497;Dec 30, 2021;1801.7;1816;1796;1812.7;306
498;Dec 29, 2021;1803.2;1805.1;1791.4;1805.1;623
499;Dec 28, 2021;1812;1818;1805.5;1810.2;146
500;Dec 27, 2021;1810;1812.1;1807;1808.1;150
501;Dec 23, 2021;1806;1811.2;1800.8;1811.2;193
502;Dec 22, 2021;1786;1805.2;1785.5;1801.6;567
503;Dec 21, 2021;1791.4;1796.5;1787.9;1787.9;575
504;Dec 20, 2021;1796.8;1799.8;1792;1793.7;226
505;Dec 17, 2021;1804;1812.9;1803.8;1803.8;654
506;Dec 16, 2021;1781;1798.1;1781;1796.6;21
507;Dec 15, 2021;1767.4;1778.7;1753.9;1762.6;283
508;Dec 14, 2021;1787;1787;1769;1770.4;322
509;Dec 13, 2021;1784.4;1787.1;1783.8;1786.3;206
510;Dec 10, 2021;1773.8;1785.4;1769.1;1782.9;545
511;Dec 09, 2021;1783.5;1783.5;1771.8;1774.6;455
512;Dec 08, 2021;1789.9;1789.9;1779;1783.4;1383
513;Dec 07, 2021;1779.5;1786.1;1772.3;1782.6;308
514;Dec 06, 2021;1780.2;1783;1777.2;1777.5;381
515;Dec 03, 2021;1767.5;1785.1;1766.5;1782;694
516;Dec 02, 2021;1780.9;1780.9;1760.6;1760.7;1557
517;Dec 01, 2021;1774.8;1790.5;1772.3;1781.6;1128
518;Nov 30, 2021;1783.9;1808.1;1768.7;1773.6;4903
519;Nov 29, 2021;1791.7;1798.9;1779.1;1782.3;26926
520;Nov 26, 2021;1791.1;1791.4;1785.3;1785.3;1868
521;Nov 24, 2021;1793;1793;1781.4;1784.1;188
522;Nov 23, 2021;1795.5;1795.5;1783.5;1783.5;264
523;Nov 22, 2021;1841.6;1841.6;1805.7;1806;14
524;Nov 19, 2021;1851.2;1851.2;1851.2;1851.2;21
525;Nov 18, 2021;1861;1861;1861;1861;9
526;Nov 17, 2021;1862.6;1869.7;1862.6;1869.7;2
527;Nov 16, 2021;1853.6;1853.6;1853.6;1853.6;1
528;Nov 15, 2021;1864.5;1866.9;1864.5;1866.1;87
529;Nov 12, 2021;1860.8;1867.9;1847.6;1867.9;210
530;Nov 11, 2021;1853.9;1866.5;1853.9;1863.2;292
531;Nov 10, 2021;1825.8;1865;1824.9;1847.6;795
532;Nov 09, 2021;1826.1;1832.7;1820.7;1830.2;170
533;Nov 08, 2021;1817;1827.4;1816.9;1827.4;261
534;Nov 04, 2021;1794.9;1817.1;1794.9;1816.4;239
535;Nov 03, 2021;1776.6;1798.2;1776.2;1793;103
536;Nov 02, 2021;1768;1768;1761.8;1763.6;108
537;Nov 01, 2021;1790.5;1795.5;1787.7;1788.7;213
538;Oct 31, 2021;1787.5;1795.1;1786.7;1795.1;142
539;Oct 28, 2021;1793.1;1797;1774.6;1783;583
540;Oct 27, 2021;1795.5;1807.3;1795.5;1801.6;452
541;Oct 26, 2021;1791.5;1798.1;1791.5;1797.9;543
542;Oct 25, 2021;1808.8;1808.8;1788.6;1792.7;359
543;Oct 24, 2021;1794.3;1809;1794;1806;140
544;Oct 21, 2021;1787.1;1806.9;1784;1795.5;532
545;Oct 20, 2021;1782;1785.7;1781;1781.2;146
546;Oct 19, 2021;1774.6;1785.6;1774;1784.1;127
547;Oct 18, 2021;1777.6;1785;1767.5;1769.7;51
548;Oct 17, 2021;1761.6;1770.1;1759.5;1764.8;266
549;Oct 14, 2021;1794.5;1795.4;1766.6;1767.2;874
550;Oct 13, 2021;1792.2;1799.9;1792;1796.7;337
551;Oct 12, 2021;1760.8;1794.5;1760.8;1793.7;150
552;Oct 11, 2021;1751.9;1768;1749.8;1758.3;139
553;Oct 10, 2021;1756.6;1757.8;1752.2;1754.6;128
554;Oct 07, 2021;1757;1780;1754.2;1756.3;254
555;Oct 06, 2021;1762.4;1762.4;1752.8;1757.9;336
556;Oct 05, 2021;1759.3;1762.9;1744.7;1760.5;56
557;Oct 04, 2021;1764.3;1764.3;1749;1759.6;98
558;Oct 03, 2021;1764.5;1768.9;1749.5;1766.2;417
559;Sep 30, 2021;1754.3;1762.6;1748.5;1757;222
560;Sep 29, 2021;1725.5;1760.3;1724.5;1755.3;997
561;Sep 28, 2021;1732.4;1744.1;1721.4;1721.5;6634
562;Sep 27, 2021;1739.6;1741.7;1726.8;1735.8;15748
563;Sep 26, 2021;1751.7;1754.4;1747.5;1750;808
564;Sep 23, 2021;1749.7;1749.7;1745;1749.7;76
565;Sep 22, 2021;1766.8;1766.8;1738.2;1747.7;31
566;Sep 21, 2021;1776.7;1784.3;1767;1776.7;17
567;Sep 20, 2021;1762.2;1776;1759;1776;106
568;Sep 19, 2021;1751.8;1761.8;1750.9;1761.8;185
569;Sep 16, 2021;1758.8;1763;1749.4;1749.4;581
570;Sep 15, 2021;1792.9;1792.9;1743.9;1754.6;1645
571;Sep 14, 2021;1803.7;1803.7;1792.4;1792.4;59
572;Sep 13, 2021;1791.4;1806.2;1783;1804.7;764
573;Sep 12, 2021;1789.8;1796;1784;1792;533
574;Sep 09, 2021;1789.6;1789.6;1789.6;1789.6;.
575;Sep 08, 2021;1798.7;1798.7;1787.9;1797.4;49
576;Sep 07, 2021;1781.7;1790.7;1781.7;1790.7;69
577;Sep 06, 2021;1825.7;1825.7;1792.7;1795.9;48
578;Sep 02, 2021;1820.9;1833.9;1818.9;1830.9;53
579;Sep 01, 2021;1813.2;1813.9;1806.8;1808.7;26
580;Aug 31, 2021;1813.5;1815.9;1809.5;1813.1;114
581;Aug 30, 2021;1815.9;1815.9;1801.1;1815;82
582;Aug 29, 2021;1818.2;1820.3;1807.8;1809;684
583;Aug 26, 2021;1803.4;1816.6;1803.1;1816.6;1219
584;Aug 25, 2021;1787.4;1792.2;1781;1792.2;61
585;Aug 24, 2021;1792;1792.9;1784;1788.2;812
586;Aug 23, 2021;1801;1805.6;1801;1805.6;22
587;Aug 22, 2021;1776.8;1804.8;1776.8;1803.2;32
588;Aug 19, 2021;1784.1;1787.5;1778.2;1781;235
589;Aug 18, 2021;1780;1789.3;1775.5;1780.2;245
590;Aug 17, 2021;1787.8;1791.5;1779;1781.6;263
591;Aug 16, 2021;1787.7;1794.2;1780;1785;200
592;Aug 15, 2021;1776.9;1787.8;1771.9;1786.9;219
593;Aug 12, 2021;1758.3;1777.3;1757.4;1775.2;436
594;Aug 11, 2021;1749.7;1752.4;1745.5;1749;739
595;Aug 10, 2021;1727.3;1752.2;1727.3;1750.4;542
596;Aug 09, 2021;1728.6;1735.2;1720.1;1728.8;1363
597;Aug 08, 2021;1753.5;1753.8;1692.6;1723.4;1621
598;Aug 05, 2021;1799.8;1800.1;1758.4;1760;859
599;Aug 04, 2021;1810.8;1813.7;1796;1805.1;588
600;Aug 03, 2021;1809.3;1831.3;1806.3;1810.5;286
601;Aug 02, 2021;1812.3;1813.5;1806;1810.1;3341
602;Aug 01, 2021;1812.4;1818.7;1804.8;1818.1;1334
603;Jul 29, 2021;1828;1830.5;1808.9;1812.6;31
604;Jul 28, 2021;1806.6;1832.6;1806.1;1831.2;30496
605;Jul 27, 2021;1799.5;1799.5;1799.5;1799.5;209783
606;Jul 26, 2021;1803.7;1803.7;1799.5;1799.5;1
607;Jul 25, 2021;1802.5;1802.5;1797.2;1798.7;17
608;Jul 22, 2021;1800;1801.4;1800;1801.4;1
609;Jul 21, 2021;1793.6;1805;1793.6;1805;2
610;Jul 20, 2021;1807;1807;1800;1802.9;135
611;Jul 19, 2021;1812.9;1824;1810.9;1810.9;128
612;Jul 18, 2021;1803.3;1813.4;1803.3;1808.7;33
613;Jul 15, 2021;1830.1;1831.4;1814.5;1814.5;78
614;Jul 14, 2021;1831.6;1833;1823.4;1828.4;99
615;Jul 13, 2021;1813.1;1829;1813.1;1824.3;707
616;Jul 12, 2021;1808.1;1812;1800.6;1809.4;78
617;Jul 11, 2021;1802.6;1805.5;1799.5;1805.5;147
618;Jul 08, 2021;1803.6;1810.1;1798.8;1810;218
619;Jul 07, 2021;1797;1818.5;1797;1799.6;148
620;Jul 06, 2021;1798.7;1808.4;1797.2;1801.5;244
621;Jul 05, 2021;1786.7;1809.8;1786.7;1793.5;332
622;Jul 01, 2021;1778.7;1787.9;1778.3;1782.6;23
623;Jun 30, 2021;1775.7;1781.2;1768.8;1775.9;44
624;Jun 29, 2021;1761.1;1770.8;1759.2;1770.8;51
625;Jun 28, 2021;1776.8;1777.1;1752.1;1762.8;419
626;Jun 27, 2021;1779.6;1779.6;1779.6;1779.6;888
627;Jun 24, 2021;1777.7;1788;1775.2;1776.6;35
628;Jun 23, 2021;1778.9;1786.4;1775.6;1775.6;78
629;Jun 22, 2021;1780.7;1793.2;1780.6;1782.3;136
630;Jun 21, 2021;1783.4;1786.9;1775.9;1776.3;101
631;Jun 20, 2021;1768.8;1785.2;1766.8;1781.8;38
632;Jun 17, 2021;1775.7;1792.4;1767.9;1767.9;354
633;Jun 16, 2021;1811.8;1823.3;1769.6;1773.8;1135
634;Jun 15, 2021;1859.4;1860.1;1809.2;1859.5;117
635;Jun 14, 2021;1866.4;1867.2;1854.4;1854.5;78
636;Jun 13, 2021;1866.2;1866.6;1846.5;1864;41
637;Jun 10, 2021;1900.9;1902.3;1875.2;1877.4;349
638;Jun 09, 2021;1887.7;1899.8;1871.5;1894.2;186
639;Jun 08, 2021;1894.9;1897.7;1889.2;1893.2;148
640;Jun 07, 2021;1896.5;1902.9;1890;1892.2;930
641;Jun 06, 2021;1890.5;1899.7;1883.2;1896.8;87
642;Jun 03, 2021;1869.3;1895.5;1854;1889.8;367
643;Jun 02, 2021;1908.8;1908.8;1865;1871.2;1021
644;Jun 01, 2021;1899.2;1908.8;1896;1907.5;1267
645;May 31, 2021;1905.1;1916.2;1892.8;1902.9;640
646;May 27, 2021;1897.5;1905.4;1881.9;1902.5;2415
647;May 26, 2021;1896.8;1903.9;1888.2;1895.7;35794
648;May 25, 2021;1901.3;1901.3;1901.3;1901.3;170526
649;May 24, 2021;1882.5;1898.1;1882.5;1898.1;56
650;May 23, 2021;1882.1;1884.6;1882.1;1884.6;39
651;May 20, 2021;1872.1;1876.7;1872.1;1876.7;5
652;May 19, 2021;1865.5;1885;1864.8;1881.8;85
653;May 18, 2021;1866.4;1884.9;1863.6;1881.3;348
654;May 17, 2021;1870.5;1870.5;1867.8;1867.8;3
655;May 16, 2021;1849.9;1867.5;1847.2;1867.5;13
656;May 13, 2021;1824.5;1842.9;1824.5;1837.9;41
657;May 12, 2021;1814.7;1826.8;1814.1;1823.8;100
658;May 11, 2021;1825.2;1825.2;1821.7;1822.6;3
659;May 10, 2021;1837.2;1838.1;1831.6;1835.9;420
660;May 09, 2021;1835.6;1845.6;1835.4;1837.5;13
661;May 06, 2021;1842.9;1842.9;1831.1;1831.1;2
662;May 05, 2021;1788.9;1815.5;1787.6;1815.5;13
663;May 04, 2021;1781.5;1784.1;1779.2;1784.1;57
664;May 03, 2021;1788.2;1788.5;1774.8;1775.8;182
665;May 02, 2021;1788.5;1793;1788.5;1791.4;18
666;Apr 29, 2021;1771.8;1771.8;1763.9;1767.3;18
667;Apr 28, 2021;1781;1789;1758.6;1768.1;196
668;Apr 27, 2021;1768.2;1774;1764.6;1773.2;756
669;Apr 26, 2021;1780;1782;1777.7;1778;117
670;Apr 25, 2021;1778;1779.7;1770.8;1779.2;549
671;Apr 22, 2021;1786.1;1794.5;1772;1777;332
672;Apr 21, 2021;1794.2;1794.2;1779.5;1781.2;159
673;Apr 20, 2021;1783;1794.1;1777.7;1792.3;250
674;Apr 19, 2021;1769.3;1777.3;1765.5;1777.3;1464
675;Apr 18, 2021;1782.1;1788.5;1769.4;1769.4;144
676;Apr 15, 2021;1770.4;1779.5;1770.1;1779;625
677;Apr 14, 2021;1740.1;1767.9;1740.1;1765.4;368
678;Apr 13, 2021;1741.3;1745.9;1732.7;1734.9;1037
679;Apr 12, 2021;1733.8;1746.9;1722.1;1746.2;367
680;Apr 11, 2021;1740.8;1740.8;1726.7;1731.2;40
681;Apr 08, 2021;1750.8;1750.8;1733.3;1743.3;484
682;Apr 07, 2021;1736;1758;1734.6;1756.8;1298
683;Apr 06, 2021;1742.7;1742.7;1733.7;1740.1;557
684;Apr 05, 2021;1726.9;1744.8;1726.9;1741.5;890
685;Apr 04, 2021;1727.9;1729.7;1721.9;1727;275
686;Mar 31, 2021;1706.8;1728.8;1706.4;1726.5;720
687;Mar 30, 2021;1683.7;1713.8;1676.5;1713.8;762
688;Mar 29, 2021;1711;1712.6;1676.5;1683.9;25316
689;Mar 28, 2021;1712.1;1712.1;1712.1;1712.1;135457
690;Mar 25, 2021;1721.3;1732.2;1721.3;1732.2;33
691;Mar 24, 2021;1732.7;1733.2;1724.5;1724.9;15
692;Mar 23, 2021;1727.5;1732.9;1727.5;1732.9;26
693;Mar 22, 2021;1724.7;1724.7;1724.7;1724.7;6
694;Mar 21, 2021;1737.8;1737.8;1737.8;1737.8;51
695;Mar 18, 2021;1742.2;1742.2;1733.6;1741.4;13
696;Mar 17, 2021;1745.8;1750.3;1721.8;1732.2;138
697;Mar 16, 2021;1735.3;1750.1;1725.6;1726.8;488
698;Mar 15, 2021;1732.3;1733.9;1726;1730.6;729
699;Mar 14, 2021;1729.5;1731.9;1722.8;1728.9;147
700;Mar 12, 2021;1715.9;1722.5;1699;1719.5;80
701;Mar 11, 2021;1725.6;1737.5;1720.2;1722.3;18
702;Mar 10, 2021;1713.6;1722.9;1711;1721.5;412
703;Mar 09, 2021;1686.2;1717.5;1685.2;1716.6;335
704;Mar 08, 2021;1704.7;1705.4;1673.7;1677.7;129
705;Mar 05, 2021;1690.6;1701;1685;1698;302
706;Mar 04, 2021;1706.5;1717.4;1700.2;1700.2;521
707;Mar 03, 2021;1730;1732.4;1703.5;1715.3;501
708;Mar 02, 2021;1709.4;1733.1;1708.7;1733.1;867
709;Mar 01, 2021;1737.1;1747;1720.3;1722.5;407
710;Feb 26, 2021;1768.1;1768.2;1718.8;1728.1;1593
711;Feb 25, 2021;1801.5;1802;1766.7;1774.4;1049
712;Feb 24, 2021;1805.8;1805.8;1796.4;1796.4;15
713;Feb 23, 2021;1809.6;1811.3;1796.4;1804.4;569
714;Feb 22, 2021;1784;1807.8;1784;1806.7;165
715;Feb 19, 2021;1764.3;1787.6;1764.3;1775.8;118
716;Feb 18, 2021;1776.1;1784.6;1766;1773.4;587
717;Feb 17, 2021;1785.8;1789.7;1768.8;1771.1;614
718;Feb 16, 2021;1820.9;1823.4;1787.3;1797.2;1141
719;Feb 12, 2021;1825;1827.5;1809.2;1821.6;259
720;Feb 11, 2021;1840.5;1845;1820.9;1824.9;602
721;Feb 10, 2021;1842.6;1851.1;1837;1840.6;543
722;Feb 09, 2021;1841.9;1843.3;1830.7;1835.3;184
723;Feb 08, 2021;1816.3;1836.7;1809;1831.9;254
724;Feb 05, 2021;1794.3;1813.5;1790.9;1810.9;1278
725;Feb 04, 2021;1832.2;1832.2;1782.8;1788.9;2375
726;Feb 03, 2021;1834.8;1842.4;1829.8;1832.2;1195
727;Feb 02, 2021;1859.6;1861.3;1827.6;1830.5;1293
728;Feb 01, 2021;1866.6;1871.9;1850;1860.8;1494
729;Jan 29, 2021;1842;1876;1838.7;1847.3;1634
730;Jan 28, 2021;1843.4;1862.9;1831.5;1837.9;27283
731;Jan 27, 2021;1844.9;1844.9;1844.9;1844.9;19554
732;Jan 26, 2021;1855.8;1855.8;1850.7;1850.7;59
733;Jan 25, 2021;1864.7;1864.7;1851.8;1854.9;26
734;Jan 22, 2021;1854.9;1855.7;1852.7;1855.7;8
735;Jan 21, 2021;1865.3;1868;1865.3;1865.3;6
736;Jan 20, 2021;1847.8;1866.6;1844.4;1865.9;16
737;Jan 19, 2021;1802;1842.9;1802;1839.5;13
738;Jan 15, 2021;1829.4;1829.4;1825;1829.3;31
739;Jan 14, 2021;1836.7;1850.7;1836.7;1850.3;149
740;Jan 13, 2021;1858;1858.6;1853.6;1853.6;189
741;Jan 12, 2021;1849;1859.7;1839.4;1842.9;176
742;Jan 11, 2021;1826.5;1849.6;1826.5;1849.6;20
743;Jan 08, 2021;1908;1908;1834.1;1834.1;60
744;Jan 07, 2021;1922.6;1926.7;1912;1912.3;122
745;Jan 06, 2021;1952;1959.9;1901.5;1906.9;331
746;Jan 05, 2021;1941.7;1952.7;1941.3;1952.7;113
747;Jan 04, 2021;1912.2;1945.1;1912.2;1944.7;154